ID,Response
51108,0.12475849
51109,0.72745895
51110,0.28331393
51111,0.22915065
51112,0.37880462
51113,0.20515712
51114,0.10635548
51115,0.28059638
51116,0.115728
51117,0.14438169
51118,0.18780299
51119,0.19689022
51120,0.33923465
51121,0.117118396
51122,0.30438378
51123,0.38138586
51124,0.12542465
51125,0.17558026
51126,0.22527117
51127,0.20954168
51128,0.395959
51129,0.16838908
51130,0.1832931
51131,0.23791085
51132,0.27524662
51133,0.4763361
51134,0.15767159
51135,0.5993302
51136,0.22977592
51137,0.09972786
51138,0.2861157
51139,0.45938727
51140,0.5982207
51141,0.3097364
51142,0.05375656
51143,0.04769453
51144,0.27427867
51145,0.21688338
51146,0.25031844
51147,0.31150898
51148,0.21407273
51149,0.029229056
51150,0.14910294
51151,0.25243795
51152,0.26084226
51153,0.41702443
51154,0.25324342
51155,0.2633168
51156,0.40482742
51157,0.3466791
51158,0.16496727
51159,0.14234243
51160,0.2931268
51161,0.3293903
51162,0.4716278
51163,0.15491094
51164,0.10637218
51165,0.33443132
51166,0.053350978
51167,0.21570906
51168,0.2545635
51169,0.09905252
51170,0.5155861
51171,0.05253429
51172,0.26652822
51173,0.088097505
51174,0.20237736
51175,0.62566644
51176,0.62224776
51177,0.27193332
51178,0.276372
51179,0.47554898
51180,0.6154366
51181,0.4069375
51182,0.5990648
51183,0.24428849
51184,0.23887615
51185,0.30034548
51186,0.12814252
51187,0.2915057
51188,0.29054758
51189,0.36515856
51190,0.11015728
51191,0.15093844
51192,0.26373503
51193,0.1848977
51194,0.33663517
51195,0.065028705
51196,0.3982007
51197,0.29138505
51198,0.29559016
51199,0.13690706
51200,0.22536379
51201,0.109079815
51202,0.38640487
51203,0.53291595
51204,0.08912487
51205,0.16377246
51206,0.015294006
51207,0.19408007
51208,0.14976382
51209,0.31885847
51210,0.080093384
51211,0.66573423
51212,0.22808805
51213,0.2098354
51214,0.27178514
51215,0.08635535
51216,0.16691786
51217,0.17761435
51218,0.07045872
51219,0.17280568
51220,0.2098354
51221,0.16802143
51222,0.18446729
51223,0.13874573
51224,0.38464144
51225,0.1450844
51226,0.17869265
51227,0.61165696
51228,0.19321105
51229,0.109772444
51230,0.40466577
51231,0.36969584
51232,0.4312541
51233,0.13610668
51234,0.21128428
51235,0.32723433
51236,0.034124848
51237,0.15732203
51238,0.09961675
51239,0.29107046
51240,0.23298706
51241,0.17591588
51242,0.26437193
51243,0.30681068
51244,0.29182553
51245,0.41950184
51246,0.31093904
51247,0.15141284
51248,0.21204978
51249,0.06760847
51250,0.07494848
51251,0.16463332
51252,0.20934056
51253,0.07437119
51254,0.18500678
51255,0.14135866
51256,0.15017353
51257,0.28499043
51258,0.027639376
51259,0.08526076
51260,0.33405024
51261,0.29107046
51262,0.09416963
51263,0.2304896
51264,0.51208115
51265,0.0831758
51266,0.309391
51267,0.11617096
51268,0.30339915
51269,0.36485693
51270,0.2512946
51271,0.31197053
51272,0.38674182
51273,0.26652938
51274,0.08535516
51275,0.10731356
51276,0.37562832
51277,0.03514482
51278,0.24948768
51279,0.38695547
51280,0.18780808
51281,0.12560086
51282,0.23284903
51283,0.07523377
51284,0.23015822
51285,0.066940844
51286,0.38881892
51287,0.14945757
51288,0.32479283
51289,0.2992712
51290,0.2613383
51291,0.08901653
51292,0.059358124
51293,0.102532364
51294,0.28117537
51295,0.28507975
51296,0.276649
51297,0.069231376
51298,0.059667125
51299,0.116819024
51300,0.21559632
51301,0.26113933
51302,0.3146349
51303,0.25045934
51304,0.21768683
51305,0.32360417
51306,0.2549754
51307,0.23975633
51308,0.23710912
51309,0.4307968
51310,0.21170837
51311,0.26394868
51312,0.24931136
51313,0.4182178
51314,0.16377246
51315,0.33129162
51316,0.18796676
51317,0.30626255
51318,0.313916
51319,0.053493
51320,0.28684813
51321,0.13630572
51322,0.18388742
51323,0.22424404
51324,0.14142175
51325,0.19345705
51326,0.19109568
51327,0.027004924
51328,0.2918376
51329,0.37285268
51330,0.22246309
51331,0.19231588
51332,0.37206435
51333,0.29208657
51334,0.11002497
51335,0.7323158
51336,0.1894359
51337,0.27698994
51338,0.15160799
51339,0.12785612
51340,0.34046558
51341,0.11595265
51342,0.28762385
51343,0.1790503
51344,0.3088952
51345,0.013361628
51346,0.24306948
51347,0.060552597
51348,0.113242894
51349,0.17278585
51350,0.176131
51351,0.057329897
51352,0.30723733
51353,0.24713573
51354,0.023043623
51355,0.040553667
51356,0.38721117
51357,0.19318713
51358,0.14669663
51359,0.30931234
51360,0.22143109
51361,0.27210343
51362,0.19549242
51363,0.22242333
51364,0.30321693
51365,0.29417703
51366,0.2861157
51367,0.25374642
51368,0.25804895
51369,0.17117073
51370,0.19140701
51371,0.048681583
51372,0.50585854
51373,0.22185141
51374,0.4933327
51375,0.28057182
51376,0.27030313
51377,0.10114276
51378,0.34843263
51379,0.33727047
51380,0.5453569
51381,0.066523634
51382,0.18575124
51383,0.19457357
51384,0.21780708
51385,0.26445377
51386,0.21155672
51387,0.18966737
51388,0.03436293
51389,0.45159742
51390,0.17330934
51391,0.08210057
51392,0.59086096
51393,0.24226886
51394,0.070569836
51395,0.28456503
51396,0.2940675
51397,0.2535943
51398,0.21696346
51399,0.321176
51400,0.23015822
51401,0.14263089
51402,0.15204097
51403,0.2768887
51404,0.19693652
51405,0.1582513
51406,0.17295228
51407,0.11319932
51408,0.11997785
51409,0.32331035
51410,0.17120326
51411,0.29202542
51412,0.13340363
51413,0.3196569
51414,0.16701657
51415,0.214265
51416,0.39018625
51417,0.15832634
51418,0.22883776
51419,0.2696859
51420,0.22002417
51421,0.100232646
51422,0.285911
51423,0.118941054
51424,0.19181657
51425,0.21671425
51426,0.20077926
51427,0.24717595
51428,0.17580266
51429,0.5648105
51430,0.34465858
51431,0.33209002
51432,0.32778326
51433,0.2700952
51434,0.11464503
51435,0.1985664
51436,0.18045034
51437,0.08890525
51438,0.04246457
51439,0.37969196
51440,0.050529175
51441,0.2556996
51442,0.42927656
51443,0.20262745
51444,0.12790526
51445,0.2670613
51446,0.08580886
51447,0.14857823
51448,0.5556861
51449,0.31990048
51450,0.43080395
51451,0.39383522
51452,0.07364487
51453,0.6757359
51454,0.31150898
51455,0.08298949
51456,0.23720515
51457,0.16393846
51458,0.15827815
51459,0.22536488
51460,0.031883664
51461,0.37118563
51462,0.48428923
51463,0.57070345
51464,0.17353521
51465,0.27003577
51466,0.015846983
51467,0.1998373
51468,0.07856402
51469,0.25266114
51470,0.18254991
51471,0.20436421
51472,0.08407125
51473,0.29645428
51474,0.10096033
51475,0.10756796
51476,0.111667745
51477,0.17016879
51478,0.39694983
51479,0.19549242
51480,0.19972081
51481,0.1386735
51482,0.11063612
51483,0.17016879
51484,0.40958807
51485,0.4285591
51486,0.18318874
51487,0.17320894
51488,0.18141967
51489,0.33830148
51490,0.20954168
51491,0.28940818
51492,0.2731726
51493,0.35729313
51494,0.3541162
51495,0.3756683
51496,0.20897368
51497,0.18860078
51498,0.2595078
51499,0.41181397
51500,0.13874573
51501,0.27338767
51502,0.2545607
51503,0.32131574
51504,0.22460604
51505,0.56106734
51506,0.5429529
51507,0.23015822
51508,0.19233046
51509,0.35355031
51510,0.39229137
51511,0.39528796
51512,0.015266733
51513,0.048839867
51514,0.28034952
51515,0.24306948
51516,0.2878385
51517,0.21761656
51518,0.028889416
51519,0.27611756
51520,0.29142988
51521,0.10637218
51522,0.4298676
51523,0.29083917
51524,0.2977278
51525,0.13093919
51526,0.2494589
51527,0.35942605
51528,0.4959989
51529,0.077976644
51530,0.21083906
51531,0.11493022
51532,0.18226308
51533,0.19602768
51534,0.17736754
51535,0.2402405
51536,0.5577864
51537,0.3203771
51538,0.25767633
51539,0.16935293
51540,0.20097607
51541,0.3101216
51542,0.22126879
51543,0.17308594
51544,0.22130165
51545,0.2220783
51546,0.17082675
51547,0.24689642
51548,0.28347853
51549,0.69421726
51550,0.42300752
51551,0.16763377
51552,0.19885294
51553,0.07903194
51554,0.12273411
51555,0.3527942
51556,0.35251394
51557,0.016770521
51558,0.25146282
51559,0.29286405
51560,0.23260228
51561,0.3055711
51562,0.38747272
51563,0.27063036
51564,0.19317773
51565,0.3877087
51566,0.6420517
51567,0.084957264
51568,0.1853821
51569,0.16678017
51570,0.2098354
51571,0.08014243
51572,0.2530399
51573,0.3359191
51574,0.14357567
51575,0.34000602
51576,0.172065
51577,0.23547748
51578,0.3567792
51579,0.11537234
51580,0.3067925
51581,0.2621305
51582,0.21007177
51583,0.116721965
51584,0.32091713
51585,0.47721124
51586,0.20902404
51587,0.3387645
51588,0.4293114
51589,0.2681354
51590,0.5250179
51591,0.23610036
51592,0.28262225
51593,0.20360127
51594,0.3389176
51595,0.1369022
51596,0.43608248
51597,0.34855813
51598,0.14971632
51599,0.12170625
51600,0.3209081
51601,0.24164577
51602,0.24841595
51603,0.12562932
51604,0.30671728
51605,0.21348514
51606,0.24767858
51607,0.4766397
51608,0.262433
51609,0.05561706
51610,0.7428819
51611,0.4252452
51612,0.6757359
51613,0.25452834
51614,0.15009865
51615,0.018056067
51616,0.084957264
51617,0.23331894
51618,0.24020196
51619,0.4371441
51620,0.25874075
51621,0.18388742
51622,0.16377246
51623,0.15647134
51624,0.21051583
51625,0.1135805
51626,0.17843987
51627,0.5465707
51628,0.12416567
51629,0.2508188
51630,0.2315685
51631,0.090731665
51632,0.3837086
51633,0.17016879
51634,0.37637648
51635,0.25477
51636,0.29094675
51637,0.46762756
51638,0.23340458
51639,0.463748
51640,0.3192298
51641,0.15695366
51642,0.23006253
51643,0.22259575
51644,0.1799093
51645,0.20512255
51646,0.15001202
51647,0.18430127
51648,0.39014146
51649,0.28259078
51650,0.40434924
51651,0.037226208
51652,0.124561116
51653,0.26626915
51654,0.14988892
51655,0.5165831
51656,0.18393056
51657,0.24084505
51658,0.27076787
51659,0.1388728
51660,0.25374642
51661,0.14548825
51662,0.3781902
51663,0.13889003
51664,0.2621305
51665,0.14302896
51666,0.26703292
51667,0.15039176
51668,0.0042754244
51669,0.1998373
51670,0.035852823
51671,0.7523966
51672,0.22804654
51673,0.33325893
51674,0.12330963
51675,0.12441419
51676,0.37273118
51677,0.03755444
51678,0.2366877
51679,0.05834085
51680,0.4079242
51681,0.1946641
51682,0.09343045
51683,0.1756843
51684,0.3928223
51685,0.39319322
51686,0.024848573
51687,0.5004092
51688,0.4509533
51689,0.26916432
51690,0.45792875
51691,0.16075946
51692,0.16886622
51693,0.358452
51694,0.29045862
51695,0.4795204
51696,0.44550103
51697,0.23094404
51698,0.255809
51699,0.074964456
51700,0.11133905
51701,0.32431415
51702,0.17097445
51703,0.32201847
51704,0.22424404
51705,0.20695832
51706,0.59342
51707,0.2680918
51708,0.06264106
51709,0.029428475
51710,0.014535278
51711,0.2864524
51712,0.24035889
51713,0.43812627
51714,0.18686822
51715,0.28608435
51716,0.26196864
51717,0.31404448
51718,0.30812627
51719,0.115839794
51720,0.21438874
51721,0.24817865
51722,0.32868046
51723,0.07500607
51724,0.21692698
51725,0.08493339
51726,0.043802366
51727,0.30456275
51728,0.2617734
51729,0.033582866
51730,0.23171608
51731,0.16195945
51732,0.2977278
51733,0.3074119
51734,0.49175104
51735,0.15646054
51736,0.35264647
51737,0.3880832
51738,0.22403345
51739,0.70607185
51740,0.48258948
51741,0.11873753
51742,0.79147476
51743,0.23128362
51744,0.060676634
51745,0.37768245
51746,0.19806992
51747,0.10831508
51748,0.3267768
51749,0.0718871
51750,0.25262624
51751,0.05597254
51752,0.21559632
51753,0.3275163
51754,0.25584236
51755,0.06181672
51756,0.38335976
51757,0.12437646
51758,0.11088636
51759,0.24311511
51760,0.33129162
51761,0.35870862
51762,0.3735298
51763,0.19863786
51764,0.11670917
51765,0.38639718
51766,0.208931
51767,0.41585582
51768,0.07558764
51769,0.19482492
51770,0.31437644
51771,0.3351998
51772,0.4519531
51773,0.29804674
51774,0.3542979
51775,0.20897368
51776,0.16177864
51777,0.31437644
51778,0.32439512
51779,0.2549244
51780,0.44463602
51781,0.24845853
51782,0.21761656
51783,0.46769202
51784,0.17867847
51785,0.2983406
51786,0.17417243
51787,0.2977278
51788,0.2634961
51789,0.31606555
51790,0.17843987
51791,0.18955079
51792,0.12941563
51793,0.30483636
51794,0.1332043
51795,0.2861157
51796,0.20401864
51797,0.3553731
51798,0.35890228
51799,0.26117986
51800,0.18761943
51801,0.04798403
51802,0.296506
51803,0.22598995
51804,0.2967325
51805,0.18963644
51806,0.38041675
51807,0.14094049
51808,0.38738856
51809,0.28798592
51810,0.32593206
51811,0.21722907
51812,0.2267788
51813,0.2142526
51814,0.41091472
51815,0.18733485
51816,0.5448332
51817,0.29095584
51818,0.082074866
51819,0.46136457
51820,0.06578174
51821,0.19050817
51822,0.21283346
51823,0.27634278
51824,0.034396447
51825,0.7572124
51826,0.09736529
51827,0.12326595
51828,0.06098265
51829,0.3433078
51830,0.08881412
51831,0.16335824
51832,0.18254991
51833,0.70275104
51834,0.29059795
51835,0.051431537
51836,0.29130083
51837,0.04707727
51838,0.07281173
51839,0.32396802
51840,0.52170783
51841,0.22117391
51842,0.07470614
51843,0.24376386
51844,0.2975328
51845,0.0359401
51846,0.2272446
51847,0.108598046
51848,0.42533344
51849,0.07617146
51850,0.12649149
51851,0.45952737
51852,0.03946943
51853,0.2843588
51854,0.31911227
51855,0.16159023
51856,0.17376752
51857,0.20891173
51858,0.6156425
51859,0.018056067
51860,0.21986486
51861,0.17840733
51862,0.3425282
51863,0.039649032
51864,0.38660824
51865,0.2599656
51866,0.15805762
51867,0.19083545
51868,0.33987516
51869,0.016316455
51870,0.2340457
51871,0.4043716
51872,0.28066254
51873,0.35221007
51874,0.19758591
51875,0.2392466
51876,0.29857802
51877,0.27169478
51878,0.27535874
51879,0.37768245
51880,0.35185274
51881,0.28710002
51882,0.2056033
51883,0.42263135
51884,0.23464286
51885,0.13354269
51886,0.20097335
51887,0.09164165
51888,0.5712148
51889,0.07460667
51890,0.37326038
51891,0.3218088
51892,0.12688981
51893,0.26901162
51894,0.35870862
51895,0.15168221
51896,0.20513459
51897,0.09061514
51898,0.43895045
51899,0.18193132
51900,0.19867975
51901,0.17195535
51902,0.19150032
51903,0.2926482
51904,0.16466811
51905,0.41939157
51906,0.21947274
51907,0.3062272
51908,0.14131379
51909,0.2861157
51910,0.7737844
51911,0.24253987
51912,0.084995575
51913,0.09703131
51914,0.22335368
51915,0.19292016
51916,0.059175424
51917,0.26690134
51918,0.22317074
51919,0.101323694
51920,0.45745286
51921,0.18607551
51922,0.13093138
51923,0.21217053
51924,0.29048732
51925,0.34763443
51926,0.33923465
51927,0.19521937
51928,0.43035492
51929,0.12862837
51930,0.24311511
51931,0.19046216
51932,0.17240383
51933,0.2287308
51934,0.08762684
51935,0.09789376
51936,0.07243362
51937,0.4281587
51938,0.14378488
51939,0.26562977
51940,0.24035889
51941,0.14988892
51942,0.5415344
51943,0.049840674
51944,0.14907113
51945,0.4023876
51946,0.04953183
51947,0.68533486
51948,0.38550746
51949,0.29452977
51950,0.05070555
51951,0.25689417
51952,0.30319372
51953,0.25590855
51954,0.15001202
51955,0.21515638
51956,0.29138505
51957,0.17588268
51958,0.14723782
51959,0.07753365
51960,0.058263175
51961,0.2379741
51962,0.77674276
51963,0.2076199
51964,0.3481617
51965,0.023043623
51966,0.2318043
51967,0.5019625
51968,0.45372498
51969,0.24580382
51970,0.25755408
51971,0.23952587
51972,0.35507372
51973,0.097274326
51974,0.31785515
51975,0.08539978
51976,0.33101696
51977,0.1415496
51978,0.36536628
51979,0.54414266
51980,0.42815396
51981,0.43311715
51982,0.0819048
51983,0.10635548
51984,0.226105
51985,0.008634609
51986,0.25324342
51987,0.4303091
51988,0.24976175
51989,0.08500594
51990,0.5412255
51991,0.261108
51992,0.20902404
51993,0.48424023
51994,0.09022287
51995,0.48186997
51996,0.104806066
51997,0.27639714
51998,0.065536894
51999,0.20000212
52000,0.16180629
52001,0.119870804
52002,0.25878423
52003,0.38257265
52004,0.2769428
52005,0.2881508
52006,0.27480066
52007,0.14723782
52008,0.09229085
52009,0.40971008
52010,0.29138505
52011,0.26792216
52012,0.3109079
52013,0.281912
52014,0.2166337
52015,0.21938224
52016,0.42389286
52017,0.09227899
52018,0.5396563
52019,0.04854932
52020,0.18320672
52021,0.1993019
52022,0.3845979
52023,0.054439966
52024,0.16845745
52025,0.14483961
52026,0.20993908
52027,0.12895894
52028,0.15239647
52029,0.43232894
52030,0.10243121
52031,0.3079086
52032,0.07476981
52033,0.27158567
52034,0.10356139
52035,0.4469479
52036,0.4136796
52037,0.2269739
52038,0.059322402
52039,0.18226308
52040,0.48777646
52041,0.42859155
52042,0.14003888
52043,0.1344058
52044,0.34999976
52045,0.36505812
52046,0.6880491
52047,0.22010319
52048,0.1949088
52049,0.17393248
52050,0.64970195
52051,0.4362661
52052,0.23247759
52053,0.086950384
52054,0.079893336
52055,0.41730773
52056,0.19213973
52057,0.11769785
52058,0.43427965
52059,0.04900009
52060,0.0642816
52061,0.37284106
52062,0.4711125
52063,0.25477
52064,0.1503194
52065,0.34245175
52066,0.1442765
52067,0.11490274
52068,0.21126491
52069,0.36253572
52070,0.18837318
52071,0.17673515
52072,0.15405309
52073,0.19994624
52074,0.054704547
52075,0.42619818
52076,0.06526672
52077,0.23006253
52078,0.16154896
52079,0.25193712
52080,0.09356455
52081,0.17376752
52082,0.18545176
52083,0.31990322
52084,0.48665592
52085,0.17188394
52086,0.11910213
52087,0.24494578
52088,0.2792124
52089,0.06591023
52090,0.21094278
52091,0.25804895
52092,0.7684353
52093,0.26308203
52094,0.123938955
52095,0.3133478
52096,0.094930984
52097,0.25595024
52098,0.020931773
52099,0.37242097
52100,0.24788885
52101,0.17228316
52102,0.08637232
52103,0.19871737
52104,0.34332448
52105,0.12581517
52106,0.25324342
52107,0.15009098
52108,0.2941255
52109,0.28176656
52110,0.2633777
52111,0.28923643
52112,0.61809766
52113,0.26326478
52114,0.14604743
52115,0.1789366
52116,0.2742538
52117,0.26196864
52118,0.18955079
52119,0.031941615
52120,0.28587615
52121,0.16833417
52122,0.14347178
52123,0.23609996
52124,0.22914085
52125,0.066759974
52126,0.2913343
52127,0.20897368
52128,0.16099003
52129,0.2682203
52130,0.62353694
52131,0.0683669
52132,0.2023706
52133,0.051862944
52134,0.2698587
52135,0.11087602
52136,0.35329166
52137,0.52404183
52138,0.18748741
52139,0.06912828
52140,0.5077819
52141,0.2955092
52142,0.08490317
52143,0.21999583
52144,0.3549374
52145,0.20751429
52146,0.3528479
52147,0.32376644
52148,0.13700004
52149,0.29018795
52150,0.031700287
52151,0.26225322
52152,0.09190644
52153,0.3050148
52154,0.23709275
52155,0.060854875
52156,0.075157925
52157,0.3799107
52158,0.28507975
52159,0.42557722
52160,0.16929308
52161,0.32178247
52162,0.09880116
52163,0.5810286
52164,0.29673705
52165,0.06279586
52166,0.25224808
52167,0.14797857
52168,0.25767633
52169,0.14727455
52170,0.65901774
52171,0.29559016
52172,0.13073416
52173,0.08692393
52174,0.17960423
52175,0.3488324
52176,0.30559847
52177,0.24504112
52178,0.33921447
52179,0.5144089
52180,0.39510226
52181,0.24154869
52182,0.51411253
52183,0.27546608
52184,0.5567978
52185,0.24601172
52186,0.25007758
52187,0.0781092
52188,0.14124672
52189,0.28340384
52190,0.087574735
52191,0.23831192
52192,0.09006532
52193,0.19463085
52194,0.41817838
52195,0.23582982
52196,0.38498896
52197,0.09517977
52198,0.031352006
52199,0.14902312
52200,0.29202625
52201,0.08787428
52202,0.19408566
52203,0.1893807
52204,0.11507613
52205,0.18511614
52206,0.19129059
52207,0.120022506
52208,0.4470247
52209,0.35566512
52210,0.57427704
52211,0.20104031
52212,0.23692495
52213,0.109960526
52214,0.24544086
52215,0.4766198
52216,0.22009552
52217,0.19744223
52218,0.10518166
52219,0.18288583
52220,0.4220059
52221,0.10322567
52222,0.41707933
52223,0.21763927
52224,0.3997875
52225,0.06387111
52226,0.40726906
52227,0.6420517
52228,0.018056067
52229,0.38498896
52230,0.60489833
52231,0.12696418
52232,0.26346
52233,0.10054744
52234,0.19689022
52235,0.2663465
52236,0.26778665
52237,0.30382627
52238,0.55530816
52239,0.048725516
52240,0.38325348
52241,0.1291697
52242,0.18328872
52243,0.2696859
52244,0.6674127
52245,0.2568203
52246,0.28126198
52247,0.54266405
52248,0.2518669
52249,0.16082348
52250,0.25475845
52251,0.37880462
52252,0.2843588
52253,0.045599815
52254,0.13387235
52255,0.10538522
52256,0.63138264
52257,0.05381347
52258,0.046588186
52259,0.33048862
52260,0.034034874
52261,0.06090862
52262,0.35284883
52263,0.11540912
52264,0.102836795
52265,0.18451525
52266,0.14605065
52267,0.29406494
52268,0.28347853
52269,0.10635548
52270,0.374317
52271,0.2426006
52272,0.318852
52273,0.045599815
52274,0.03679437
52275,0.23729189
52276,0.3594792
52277,0.031535245
52278,0.3249579
52279,0.14612138
52280,0.19454026
52281,0.1949078
52282,0.06102533
52283,0.10396469
52284,0.30750898
52285,0.05974187
52286,0.252544
52287,0.40336972
52288,0.08197785
52289,0.19150032
52290,0.15570883
52291,0.2963876
52292,0.073362924
52293,0.15409409
52294,0.25475845
52295,0.14022322
52296,0.25180545
52297,0.29226995
52298,0.27381876
52299,0.09905252
52300,0.2237385
52301,0.07030307
52302,0.10715485
52303,0.11873753
52304,0.088555835
52305,0.25903958
52306,0.10384215
52307,0.27588806
52308,0.17278585
52309,0.11166156
52310,0.2696859
52311,0.2296555
52312,0.32593206
52313,0.6670231
52314,0.3344187
52315,0.47834402
52316,0.20751429
52317,0.19961564
52318,0.3101216
52319,0.14894505
52320,0.25767633
52321,0.21559632
52322,0.10343619
52323,0.03608275
52324,0.1482079
52325,0.28301743
52326,0.22097966
52327,0.27594948
52328,0.40247804
52329,0.25312412
52330,0.25914738
52331,0.39997306
52332,0.075875685
52333,0.22487545
52334,0.073400274
52335,0.13357304
52336,0.39967018
52337,0.22562666
52338,0.4285591
52339,0.054203387
52340,0.0609295
52341,0.3477405
52342,0.16700578
52343,0.25324342
52344,0.09002371
52345,0.22559133
52346,0.26536307
52347,0.05487422
52348,0.26704133
52349,0.18276817
52350,0.21446489
52351,0.2712825
52352,0.0839844
52353,0.08182251
52354,0.17071752
52355,0.2338495
52356,0.22610359
52357,0.07634297
52358,0.18483603
52359,0.21197855
52360,0.2694027
52361,0.15962201
52362,0.3708395
52363,0.4500868
52364,0.42486855
52365,0.10158751
52366,0.3878106
52367,0.23475228
52368,0.17148049
52369,0.087574735
52370,0.33423832
52371,0.27266032
52372,0.6229965
52373,0.16149116
52374,0.019749263
52375,0.1122567
52376,0.15239647
52377,0.29149118
52378,0.4882182
52379,0.4768668
52380,0.06521906
52381,0.26011187
52382,0.32749894
52383,0.17867847
52384,0.10308582
52385,0.30251813
52386,0.13607685
52387,0.07861013
52388,0.19733869
52389,0.07715658
52390,0.35806218
52391,0.1165912
52392,0.34817094
52393,0.31192738
52394,0.26681846
52395,0.20897368
52396,0.3240549
52397,0.08420058
52398,0.22853068
52399,0.44905904
52400,0.4988359
52401,0.25885975
52402,0.10635548
52403,0.117911145
52404,0.17580266
52405,0.27541566
52406,0.14022322
52407,0.21297474
52408,0.2701816
52409,0.29779813
52410,0.3250932
52411,0.054247603
52412,0.26102948
52413,0.22301257
52414,0.33930507
52415,0.17975801
52416,0.038950004
52417,0.16882302
52418,0.09473915
52419,0.46821284
52420,0.035852823
52421,0.2641337
52422,0.20366381
52423,0.16844332
52424,0.052339938
52425,0.18686822
52426,0.37466127
52427,0.64970195
52428,0.39372325
52429,0.30696955
52430,0.3365216
52431,0.10890169
52432,0.5738891
52433,0.053802688
52434,0.21959983
52435,0.2696859
52436,0.04969421
52437,0.42384624
52438,0.038504254
52439,0.07314434
52440,0.091531396
